Key,Timestamp
'b',1728084831.6291292
'a',1728084832.800956
'n',1728084833.9449227
'k',1728084835.0508153
Key.space,1728084836.1823368
'o',1728084837.315111
'f',1728084838.468361
Key.space,1728084839.6406217
'a',1728084840.8167434
'm',1728084841.9489872
'e',1728084843.1505692
'r',1728084844.294752
'i',1728084845.453055
'c',1728084846.9108236
'a',1728084848.1263003
Key.enter,1728084849.4762912
Key.enter,1728084864.3231914
Key.ctrl,1728084872.049014
'q',1728084872.5249133
